"raw_row_number","date","time","location","county_name","subject_age","subject_race","subject_sex","type","violation","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","vehicle_type","vehicle_registration_state","vehicle_year","raw_RACE","Dark"
4228409,2014-10-12,19H 42M 0S,"ST-79|79|2 - STATE","Tompkins County",29,"white","male","vehicular","SPEED OVER 55 ZONE",75,55,"bk - black","chev",NA,"1 - passenger","NY",2005,"- - WHITE",0
4228604,2014-10-13,19H 40M 0S,"ST RTE 19|19|2 - STATE","Allegany County",51,"other","male","vehicular","NO/INADEQUATE LIGHTS(D)RIVER HEADLIGHT",NA,NA,"gr - green","kia",NA,"1 - passenger","PA",2004,"- - OTHER",0
4229168,2014-10-30,19H 30M 0S,"RIDGE RD S/E|390|1 - INTERSTATE","Monroe County",27,"white","female","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","jeep",NA,"1 - passenger","NY",2007,"- - WHITE",0
4229310,2014-11-12,19H 27M 0S,"NYS RTE 104 EAST|104|2 - STATE","Monroe County",20,"black","male","vehicular","UNINSPECTED MOTOR VEHICLE AUGUST 14",NA,NA,"bl - blue","hond",NA,"1 - passenger","NY",2002,"- - BLACK",1
4229982,2014-10-03,19H 26M 0S,"SR-9 S/B|9|2 - STATE","Saratoga County",61,"white","female","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE-NO LEFT TURN",NA,NA,"gr - green","kia",NA,"1 - passenger","NY",2010,"- - WHITE",0
4230255,2014-10-06,19H 54M 0S,"MINER FARM RD|23|3 - COUNTY","Clinton County",57,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bl - blue","chev",NA,"1 - passenger","NY",1998,"- - WHITE",0
4230323,2014-10-10,19H 38M 0S,"I-90E|90|1 - INTERSTATE","Onondaga County",21,"asian/pacific islander","male","vehicular","SPEED IN ZONE",84,65,"gy - grey","infi",NA,"1 - passenger","NY",2007,"- - ASIAN - EAST INDIAN",0
4230855,2014-10-28,19H 27M 0S,"RT 23|23|2 - STATE","Greene County",42,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"wh - white","ford",NA,"1 - passenger","NY",1993,"- - WHITE",0
4231051,2014-10-21,19H 50M 0S,"STATE RT 100|100|2 - STATE","Westchester County",33,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","jeep",NA,"1 - passenger","NY",2004,"- - BLACK",0
4231268,2014-10-22,19H 1M 0S,"SR 177|177|2 - STATE","Jefferson County",44,"black","female","vehicular","SPEED OVER 55 ZONE",70,55,"gy - grey","merc",NA,"1 - passenger","TX",2010,"- - BLACK",0
4232111,2014-11-21,19H 15M 0S,"I90 EASTBOUND 289|90|1 - INTERSTATE","Onondaga County",36,"asian/pacific islander","male","vehicular","NO/INADEQUATE LIGHTS/DRIVERS SIDE",NA,NA,"gy - grey","dodg",NA,"1 - passenger",NA,2007,"- - ASIAN - EAST INDIAN",1
4232213,2014-10-24,19H 56M 0S,"PARK AVE|225|4 - TOWN","Steuben County",26,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","audi",NA,"1 - passenger","PA",2009,"- - BLACK",0
4232331,2014-11-25,19H 20M 0S,"SR 417|417|2 - STATE","Allegany County",30,"white","male","vehicular","OPERATING WITHOUT INSURANCE",NA,NA,"wh - white","pont",NA,"1 - passenger","NY",2004,"- - WHITE",1
4232348,2014-10-20,19H 0M 0S,"I 81 S/B|81|1 - INTERSTATE","Jefferson County",48,"white","female","vehicular","NO/INADEQUATE LIGHTS/PASSENGER SIDE",NA,NA,"bk - black","suba",NA,"1 - passenger","NY",2006,"- - WHITE",0
4232469,2014-11-10,19H 50M 0S,"ST-19|19|2 - STATE","Allegany County",21,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gr - green","dodg",NA,"1 - passenger","NY",1998,"- - WHITE",1
4232677,2014-10-18,19H 47M 0S,NA,"Delaware County",71,"white","female","vehicular","NO RIGHT FRONT HEADLIGHT",NA,NA,"gr - green","suba",NA,"1 - passenger","NY",2003,"- - WHITE",0
4232930,2014-11-29,19H 5M 0S,"MSP NB|MSPK|9 - PARKWAY","Nassau County",39,"black","male","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"wh - white","ford",NA,"1 - passenger","NY",2003,"- - BLACK",1
4232979,2014-10-26,19H 7M 0S,"SR 243|243|2 - STATE","Allegany County",20,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"gy - grey","dodg",NA,"1 - passenger","NY",2004,"- - WHITE",0
4233093,2014-10-08,19H 59M 0S,NA,"Chautauqua County",20,"white","female","vehicular","NO/INADEQUATE LIGHT-PASSENGER SIDE",NA,NA,"gy - grey","hyun",NA,"1 - passenger","NY",2007,"- - WHITE",0
4233415,2014-11-07,19H 36M 0S,"TSP|TSPK|9 - PARKWAY","Dutchess County",62,"white","male","vehicular","ONE HEADLIGHT",NA,NA,"bk - black","niss",NA,"1 - passenger","NY",2006,"- - WHITE",1
4233682,2014-10-02,19H 3M 0S,NA,"Otsego County",41,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"mr - maroon","chev",NA,"p - pick-up truck","NY",2005,"- - WHITE",0
4233800,2014-10-17,19H 15M 0S,NA,"Oneida County",30,"asian/pacific islander","female","vehicular","OP MV- MOBILE PHONE",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2004,"- - ASIAN - EAST INDIAN",0
4233903,2014-10-03,19H 57M 0S,"INTERSTATE 90 (W/B)|90|1 - INTERSTATE","Albany County",19,"black","male","vehicular","SPEED OVER 55 ZONE",82,55,"gr - green","suba",NA,"1 - passenger","NY",2001,"- - BLACK",0
4234017,2014-10-03,19H 44M 0S,"SR 299|299|2 - STATE","Ulster County",38,"white","male","vehicular","SPEED OVER 55 ZONE",71,55,"gy - grey","chev",NA,"1 - passenger","NY",2010,"- - WHITE",0
4234141,2014-10-05,19H 36M 0S,"SR 7|7|2 - STATE","Chenango County",68,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","merz",NA,"1 - passenger","NY",1997,"- - WHITE",0
4234151,2014-11-12,19H 35M 0S,"SMP N/B, N/O NSP|SUPK|9 - PARKWAY","Suffolk County",22,"black","male","vehicular","OPER MV WHILE USING PORTABLE ELEC DEV",NA,NA,"wh - white","hond",NA,"1 - passenger","NY",2005,"- - BLACK",1
4234682,2014-10-24,19H 26M 0S,"I-190 SOUTH|190|1 - INTERSTATE","Erie County",18,"black","male","vehicular","OPENED DOOR UNSAFELY",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2007,"- - BLACK",0
4235597,2014-11-27,19H 56M 0S,"ST/RT 13|13|2 - STATE","Chemung County",36,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2009,"- - WHITE",1
4235762,2014-11-20,19H 26M 0S,"ROUTE 20 WEST|20|2 - STATE","Columbia County",31,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"tn - tan","hyun",NA,"1 - passenger","NY",2005,"- - BLACK",1
4235896,2014-10-11,19H 0M 0S,"US 7 N/B|7|2 - STATE","Broome County",42,"white","female","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"gl - gold","chry",NA,"1 - passenger","NY",2006,"- - WHITE",0
4236157,2014-10-21,19H 40M 0S,"87N|87|1 - INTERSTATE","Rockland County",29,"white","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"gy - grey","niss",NA,"1 - passenger","NJ",2003,"- - WHITE",0
4236438,2014-11-11,19H 52M 0S,"I81NB|81|1 - INTERSTATE","Jefferson County",22,"white","male","vehicular","SPEED IN ZONE",81,65,"wh - white","mits",NA,"1 - passenger","NY",2009,"- - WHITE",1
4237234,2014-11-30,19H 29M 0S,"SR 16|16|2 - STATE","Cattaraugus County",50,"white","male","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"bk - black","ford",NA,"p - pick-up truck","NY",2007,"- - WHITE",1
4237399,2014-10-15,19H 30M 0S,"ST 11|11|2 - STATE","Onondaga County",45,"white","female","vehicular","UNREASONABLE SPEED/SPECIAL HAZARDS",NA,NA,"gy - grey","kia",NA,"1 - passenger","NY",2010,"- - WHITE",0
4237846,2014-10-12,19H 4M 0S,"INTERSTATE 88 WB|88|1 - INTERSTATE","Chenango County",47,"white","male","vehicular","INADEQUATE OR NO STOP LAMPS (DS)",NA,NA,"rd - red","chev",NA,"p - pick-up truck","NY",2007,"- - WHITE",0
4237985,2014-10-15,19H 40M 0S,NA,"St Lawrence County",26,"white","male","vehicular","IMPROPER PASSING",NA,NA,"gr - green","ford",NA,"p - pick-up truck","NY",1997,"- - WHITE",0
4238801,2014-11-30,19H 43M 0S,"US HWY 11|11|2 - STATE","St Lawrence County",42,"white","female","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2007,"- - WHITE",1
4239008,2014-11-28,19H 52M 0S,"STATE ROUTE 110|110|2 - STATE","Suffolk County",26,"hispanic","male","vehicular","SPEED OVER 55 ZONE",70,55,"bl - blue","hond",NA,"1 - passenger","TX",2003,"- - HISPANIC",1
4239181,2014-11-18,19H 53M 0S,"STATE ROUTE 9|9|2 - STATE","Saratoga County",31,"white","female","vehicular","OP MV- MOBILE PHONE",NA,NA,"rd - red","volk",NA,"1 - passenger","NY",2012,"- - WHITE",1
4239283,2014-11-23,19H 25M 0S,"I-390 NORTH|390|1 - INTERSTATE","Steuben County",19,"white","female","vehicular","SPEED IN ZONE",88,65,"gy - grey","toyt",NA,"1 - passenger","NY",2000,"- - WHITE",1
4239505,2014-10-18,19H 51M 0S,NA,"Greene County",32,"white","male","vehicular","NO HELMET ATV",NA,NA,"bk - black","pola",NA,"a - all terrain vehicle","NY",2013,"- - WHITE",0
4239836,2014-10-05,19H 42M 0S,"RRT I390  NB|390|1 - INTERSTATE","Livingston County",23,"hispanic","male","vehicular","SPEED IN ZONE",82,65,"wh - white","frht",NA,"v - van","PA",2007,"- - HISPANIC",0
4239948,2014-11-05,19H 13M 0S,"OLD GICK RD|-|4 - TOWN","Saratoga County",36,"white","male","vehicular","DRIVING W/ABILITY IMPARED BY DRUG (MISD)",NA,NA,"rd - red","dodg",NA,"p - pick-up truck","NY",2001,"- - WHITE",0
4240076,2014-11-02,19H 12M 0S,"INTERSTATE 890|890|1 - INTERSTATE","Schenectady County",20,"black","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","toyt",NA,"1 - passenger","NY",2009,"- - BLACK",0
4240556,2014-11-28,19H 54M 0S,"SR 104|104|2 - STATE","Wayne County",32,"white","male","vehicular","FLD TO STOP @ STOP SIGN",NA,NA,"gy - grey","lexs",NA,"1 - passenger","KY",2013,"- - WHITE",1
4240605,2014-11-09,19H 37M 0S,"I-90|90|1 - INTERSTATE","Montgomery County",22,"white","male","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"bk - black","suba",NA,"1 - passenger","OH",2015,"- - WHITE",1
4240728,2014-11-04,19H 32M 0S,"NYS I-90 (EB)|90|1 - INTERSTATE","Ontario County",61,"white","male","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY/COVER",NA,NA,"gy - grey","mazd",NA,"1 - passenger","NY",2012,"- - WHITE",0
4240762,2014-10-26,19H 40M 0S,NA,"Chemung County",23,"white","male","vehicular","OPERATING WHILE REGISTRATION SUSP/REVOKED",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2000,"- - WHITE",0
4241007,2014-10-10,19H 28M 0S,"81 NORTH BOUND ON BROAD ST EXIT RAMP|81|1 - INTERSTATE","Broome County",19,"white","male","vehicular","SPEED IN ZONE",79,65,"gr - green","suba",NA,"1 - passenger","NY",1999,"- - WHITE",0
4241030,2014-10-30,19H 50M 0S,"ST RT 13|13|2 - STATE","Chemung County",38,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2005,"- - WHITE",0
4241326,2014-10-13,19H 0M 0S,"I-87|87|1 - INTERSTATE","Clinton County",36,"white","female","vehicular","SPEED IN ZONE",80,65,"gy - grey","niss",NA,"1 - passenger",NA,2012,"- - WHITE",0
4241340,2014-11-09,19H 43M 0S,"STATE ROUTE 31|31|2 - STATE","Oneida County",38,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"gy - grey","strn",NA,"1 - passenger","NY",2004,"- - WHITE",1
4241394,2014-11-26,19H 25M 0S,NA,"Sullivan County",54,"white","male","vehicular","DRIV'G W/.08 OF 1% OR  MORE OF ALC (MISD)",NA,NA,"rd - red","ford",NA,"5 - truck","NY",1990,"- - WHITE",1
4241467,2014-10-18,19H 21M 0S,"SR 310|310|2 - STATE","St Lawrence County",57,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","chev",NA,"1 - passenger","NY",2007,"- - WHITE",0
4241861,2014-10-30,19H 14M 0S,"ST-9 S/B|9|2 - STATE","Saratoga County",43,"white","female","vehicular","SPEED IN ZONE",50,40,"bk - black","suzi",NA,"1 - passenger","NY",2009,"- - WHITE",0
4241867,2014-11-05,19H 47M 0S,"I-81|81|1 - INTERSTATE","Cortland County",29,"white","female","vehicular","FLD TO USE/IMPROPER USE-4-WAY FLASH",NA,NA,"bk - black","suba",NA,"1 - passenger","NY",2013,"- - WHITE",0
4241915,2014-11-29,19H 12M 0S,"ST27 W/B W/O 63|27|2 - STATE","Suffolk County",26,"hispanic","male","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","chev",NA,"p - pick-up truck","NY",2000,"- - HISPANIC",1
4242171,2014-11-28,19H 37M 0S,NA,"Greene County",18,"black","female","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"gr - green","volk",NA,"1 - passenger","NY",2002,"- - BLACK",1
4242196,2014-11-01,19H 52M 0S,"STATE ROUTE 104 / FISHER|104|2 - STATE","Wayne County",33,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bl - blue","mits",NA,"1 - passenger","NY",2001,"- - WHITE",0
4242457,2014-11-16,19H 39M 0S,"ST RTE 19|19|2 - STATE","Allegany County",27,"white","male","vehicular","NO/INADEQUATE LIGHTS(PASS LIGHT)",NA,NA,"bk - black","dodg",NA,"1 - passenger","NY",2004,"- - WHITE",1
4242787,2014-10-03,19H 58M 0S,NA,"Niagara County",40,"hispanic","male","vehicular","NO SEAT BELT",NA,NA,"gy - grey","ford",NA,"1 - passenger","NY",2014,"- - HISPANIC",0
4242924,2014-11-13,19H 16M 0S,"SR 240|240|2 - STATE","Erie County",34,"white","male","vehicular","FLD TO STOP @ STOP SIGN",NA,NA,"wh - white","chev",NA,"v - van","NY",2011,"- - WHITE",1
4243018,2014-10-03,19H 54M 0S,"SR 7|7|2 - STATE","Otsego County",35,"white","male","vehicular","AGGRAVATED UNLICENSED OPERATION - 2ND DEGREE (MISD",NA,NA,"rd - red","dodg",NA,"v - van","NY",2005,"- - WHITE",0
4243026,2014-11-02,19H 45M 0S,"STATE ROUTE 12|12|2 - STATE","Oneida County",33,"white","female","vehicular","UNLICENSED OPERATOR",NA,NA,"gl - gold","ford",NA,"v - van","NY",2007,"- - WHITE",0
4243284,2014-11-27,19H 37M 0S,"STATE HIGHWAY 420|420|2 - STATE","St Lawrence County",22,"white","female","vehicular","SPEED IN ZONE",56,40,"gy - grey","chev",NA,"1 - passenger","NY",2006,"- - WHITE",1
4243607,2014-10-17,19H 16M 0S,NA,"Wyoming County",20,"white","female","vehicular","NO/INADEQUATE LIGHTS (PASS)",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2003,"- - WHITE",0
4244380,2014-10-04,19H 37M 0S,"STATE ROUTE 11|11|2 - STATE","St Lawrence County",41,"white","male","vehicular","NO/INADEQUATE LIGHTS(DRIVERS SIDE HEADLAMP)",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2003,"- - WHITE",0
4244708,2014-10-09,19H 43M 0S,NA,"Rensselaer County",34,"white","male","vehicular","FAILED TO CHANGE ADDRESS/REG",NA,NA,"wh - white","chev",NA,"p - pick-up truck","NY",2004,"- - WHITE",0
4244791,2014-11-05,19H 27M 0S,NA,"Cayuga County",40,"white","male","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE STOP LIGHT",NA,NA,"gy - grey","cadi",NA,"1 - passenger","NY",2007,"- - WHITE",0
4244978,2014-10-19,19H 39M 0S,"NSP W/B GLEN COVE RD|NSPK|9 - PARKWAY","Nassau County",38,"other","male","vehicular","IMPROPER/NO SIGNAL",NA,NA,"bk - black","acur",NA,"1 - passenger","NY",2008,"- - OTHER",0
4245035,2014-11-01,19H 20M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",47,"white","female","vehicular","SPEED IN ZONE",75,65,"bl - blue","suba",NA,"1 - passenger","NY",2014,"- - WHITE",0
4245058,2014-10-25,19H 44M 0S,"NSP WB W SAG|NSPK|9 - PARKWAY","Suffolk County",20,"asian/pacific islander","female","vehicular","LEFT HEADLAMP OUT",NA,NA,"gy - grey","lexs",NA,"1 - passenger","NY",NA,"- - ASIAN - EAST INDIAN",0
4245081,2014-10-03,19H 54M 0S,"SR 7|7|2 - STATE","Otsego County",35,"white","male","vehicular","OPER NONSUPV FRONT SEAT OCCUPNT-DJ/MJ/PERMIT",NA,NA,"rd - red","dodg",NA,"v - van","NY",2005,"- - WHITE",0
4245334,2014-10-02,19H 8M 0S,"87NB|87|1 - INTERSTATE","Greene County",54,"white","female","vehicular","SPEED IN ZONE",70,65,"bk - black","toyt",NA,"1 - passenger","NJ",2014,"- - WHITE",0
4245460,2014-10-01,19H 52M 0S,"SR-238|238|2 - STATE","Wyoming County",25,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"bl - blue","jeep",NA,"1 - passenger","NY",1999,"- - WHITE",0
4245547,2014-10-21,19H 22M 0S,"I-81 N/B|81|1 - INTERSTATE","Onondaga County",29,"white","female","vehicular","UNLICENSED OPERATOR",NA,NA,"gr - green","chev",NA,"1 - passenger","NY",2002,"- - WHITE",0
4245819,2014-11-07,19H 59M 0S,NA,"Monroe County",23,"hispanic","female","vehicular","UNINSPECTED MOTOR VEHICLE (EXP 10/2014)",NA,NA,"gy - grey","strn",NA,"1 - passenger","NY",2002,"- - HISPANIC",1
4246226,2014-10-24,19H 45M 0S,"COUNTY ROUTE 96|96|3 - COUNTY","Steuben County",72,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","toyt",NA,"p - pick-up truck","NY",1992,"- - WHITE",0
4246466,2014-10-01,19H 55M 0S,"I 90 W|90|1 - INTERSTATE","Genesee County",25,"hispanic","male","vehicular","INADEQUATE LIGHTS - RIGHT",NA,NA,"gy - grey","strn",NA,"1 - passenger","NY",1998,"- - HISPANIC",0
4246577,2014-10-22,19H 23M 0S,"INTERSTATE 87 (S/B)|87|1 - INTERSTATE","Warren County",53,"black","male","vehicular","IMPROPER  TURN/WITHOUT SIGNAL (LANE CHANGE)",NA,NA,NA,"frht",NA,"6 - truck/tractor",NA,2013,"- - BLACK",0
4246745,2014-11-08,19H 23M 0S,"STATE ROUTE 22|22|2 - STATE","Rensselaer County",45,"white","male","vehicular","OP MV- MOBILE PHONE",NA,NA,"gy - grey","niss",NA,"p - pick-up truck","NY",1990,"- - WHITE",1
4247057,2014-11-26,19H 2M 0S,"INTERSTATE 86|86|1 - INTERSTATE","Chemung County",30,"white","male","vehicular","DRIVING WHILE INTOXICATED (FELONY)",NA,NA,"tn - tan","niss",NA,"1 - passenger","NY",2009,"- - WHITE",1
4247384,2014-10-13,19H 47M 0S,"CULVER RD|-|6 - CITY","Monroe County",24,"hispanic","female","vehicular","PASSED RED SIGNAL",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2005,"- - HISPANIC",0
4247448,2014-10-24,19H 26M 0S,"I-190 SOUTH|190|1 - INTERSTATE","Erie County",18,"black","male","vehicular","CONDUCT INTERFEARING WITH ORDERLY/SAFE TRAFFIC FLW",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2007,"- - BLACK",0
4247793,2014-10-26,19H 0M 0S,"I99 NB|99|1 - INTERSTATE","Steuben County",37,"white","female","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"bl - blue","mazd",NA,"1 - passenger","NY",2005,"- - WHITE",0
4248022,2014-10-12,19H 59M 0S,"I-90 WEST|90|1 - INTERSTATE","Herkimer County",18,"white","male","vehicular","SPEED IN ZONE",93,65,"bk - black","hond",NA,"1 - passenger","NY",2005,"- - WHITE",0
4248288,2014-10-16,19H 11M 0S,"PIP S/B|PIPK|9 - PARKWAY","Rockland County",25,"asian/pacific islander","male","vehicular","SPEED IN ZONE",67,50,"gy - grey","saa",NA,"1 - passenger","NY",2001,"- - ASIAN - EAST INDIAN",0
4248388,2014-10-16,19H 2M 0S,"SB I-481 / .1 N OF HENRY CLAY BLVD|481|1 - INTERSTATE","Onondaga County",25,"white","male","vehicular","SPEED IN ZONE",84,65,"bk - black","mazd",NA,"1 - passenger","NY",2014,"- - WHITE",0
4248539,2014-10-28,19H 41M 0S,"W/B SSP E/O EXIT 42|SSPK|9 - PARKWAY","Suffolk County",24,"hispanic","male","vehicular","SPEED OVER 55 ZONE",75,55,"bl - blue","scio",NA,"1 - passenger","MD",2005,"- - HISPANIC",0
4248678,2014-10-26,19H 0M 0S,"STATE ROUTE 226|226|2 - STATE","Steuben County",23,"white","female","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","dodg",NA,"p - pick-up truck","NY",1997,"- - WHITE",0
4248711,2014-10-17,19H 30M 0S,"SR 3|3|2 - STATE","Clinton County",38,"white","male","vehicular","NO DRIVER SIDE TAIL LAMP",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2007,"- - WHITE",0
4248778,2014-10-18,19H 33M 0S,"HEMSPTEAD TPKE|24|2 - STATE","Nassau County",18,"black","male","vehicular","MORE-ONE STATE LIC",NA,NA,"wh - white","volk",NA,"1 - passenger","NY",2009,"- - BLACK",0
4248806,2014-10-12,19H 26M 0S,"TRANSIT ROAD NB|78|2 - STATE","Erie County",17,"other","female","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2007,"- - OTHER",0
4248901,2014-11-08,19H 50M 0S,"I-86 E.B.|86|1 - INTERSTATE","Chautauqua County",49,"white","male","vehicular","SPEED IN ZONE",93,65,"bk - black","gmc",NA,"p - pick-up truck","PA",2011,"- - WHITE",1
4248962,2014-11-12,19H 16M 0S,NA,"Onondaga County",35,"black","male","vehicular","IMPROPER PLATES",NA,NA,"bk - black","chry",NA,"1 - passenger","NY",2002,"- - BLACK",1
4249273,2014-11-24,19H 40M 0S,"SR 11|11|2 - STATE","Clinton County",42,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","chev",NA,"1 - passenger","NC",2004,"- - BLACK",1
4249428,2014-10-29,19H 45M 0S,"ST RT 23|23|2 - STATE","Greene County",58,"white","female","vehicular","NO LIGHT (DRIVER SIDE)",NA,NA,"wh - white","chev",NA,"1 - passenger","NY",2009,"- - WHITE",0
4249723,2014-11-24,19H 5M 0S,"SR 69|69|2 - STATE","Oswego County",20,"white","male","vehicular","SPEED OVER 55 ZONE",71,55,"gy - grey","toyt",NA,"1 - passenger","NY",2012,"- - WHITE",1
4250215,2014-11-16,19H 33M 0S,NA,"Oneida County",19,"white","female","vehicular","SPEED IN ZONE",60,45,"bk - black","gmc",NA,"1 - passenger","NY",2014,"- - WHITE",1
4251144,2014-10-07,19H 3M 0S,"SSP EB 19|SSPK|9 - PARKWAY","Nassau County",31,"hispanic","male","vehicular","UNLICENSED OPERATOR",NA,NA,"bk - black","gm",NA,"1 - passenger","NY",1995,"- - HISPANIC",0
4251615,2014-11-09,19H 23M 0S,"I-90 W MM 427|90|1 - INTERSTATE","Erie County",21,"white","female","vehicular","NO SEAT BELT",NA,NA,"bk - black","mazd",NA,"1 - passenger","NY",2011,"- - WHITE",1
4251647,2014-11-17,19H 18M 0S,"SOUTH HAMILTON|417|2 - STATE","Steuben County",76,"white","female","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"wh - white","merc",NA,"1 - passenger","NY",2002,"- - WHITE",1
4251780,2014-11-22,19H 46M 0S,"I-890|890|1 - INTERSTATE","Schenectady County",20,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2004,"- - WHITE",1
4252499,2014-10-18,19H 9M 0S,"I86 EAST BOUND|86|1 - INTERSTATE","Chemung County",24,"white","male","vehicular","OP MV- MOBILE PHONE",NA,NA,"bk - black","chev",NA,"1 - passenger","NY",2003,"- - WHITE",0
4252682,2014-11-15,19H 42M 0S,"STATE ROUTE 14|14|2 - STATE","Wayne County",33,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bk - black","bmw",NA,"1 - passenger","NY",2000,"- - WHITE",1
4253462,2014-11-06,19H 42M 0S,"SR 16|16|2 - STATE","Cattaraugus County",43,"white","male","vehicular","SPEED IN ZONE",60,45,"wh - white","ford",NA,"5 - truck","PA",2014,"- - WHITE",0
4253527,2014-11-23,19H 59M 0S,"ALBANY POST RD|9A|2 - STATE","Westchester County",56,"white","male","vehicular","AGGRAVATED DWI-BLOOD ALCOHOL CONTENT .18 OR HIGHER",NA,NA,"rd - red","mazd",NA,"1 - passenger","NY",2010,"- - WHITE",1
4253689,2014-11-09,19H 37M 0S,"ST 17 W/B|17|2 - STATE","Chemung County",28,"white","female","vehicular","SPEED IN ZONE",75,65,"bl - blue","chev",NA,"1 - passenger","NY",2003,"- - WHITE",1
4254318,2014-11-16,19H 4M 0S,"SR9|9|2 - STATE","Westchester County",17,"white","male","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"rd - red","acur",NA,"1 - passenger","NY",1995,"- - WHITE",1
